id,priority,level,file,index,word,wordType,article,articleStatus,plural,pluralStatus,flags,reviewerPrompt,meaningVi,meaningDe,exampleSentence1,reviewerVerdict,reviewerNotes
"content/a2/vocabulary/15-gefuehle-meinungen.json#words[13]","P3","A2","content/a2/vocabulary/15-gefuehle-meinungen.json","13","meinen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","nghĩ, cho là","Sagen oder denken, was man über eine Sache hält.","Was meinst du?","",""
"content/a2/vocabulary/15-gefuehle-meinungen.json#words[14]","P3","A2","content/a2/vocabulary/15-gefuehle-meinungen.json","14","zustimmen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","đồng ý","Sagen, dass die Meinung von jemand anderem richtig ist.","Ich stimme dir zu.","",""
"content/a2/vocabulary/15-gefuehle-meinungen.json#words[15]","P3","A2","content/a2/vocabulary/15-gefuehle-meinungen.json","15","ablehnen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","từ chối","Sagen, dass man etwas nicht möchte.","Ich lehne das Angebot ab.","",""
"content/a2/vocabulary/15-gefuehle-meinungen.json#words[17]","P3","A2","content/a2/vocabulary/15-gefuehle-meinungen.json","17","vorschlagen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","đề xuất","Eine Idee für eine Aktivität geben.","Ich schlage ein Treffen vor.","",""
"content/a2/vocabulary/15-gefuehle-meinungen.json#words[31]","P3","A2","content/a2/vocabulary/15-gefuehle-meinungen.json","31","glauben","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","tin, tin rằng, nghĩ rằng","Denken, dass etwas wahr ist.","Ich glaube, das ist eine gute Idee.","",""
"content/a2/vocabulary/16-technik-alltag.json#words[10]","P3","A2","content/a2/vocabulary/16-technik-alltag.json","10","funktionieren","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","hoạt động","So arbeiten, wie es geplant ist.","Das funktioniert nicht.","",""
"content/a2/vocabulary/16-technik-alltag.json#words[11]","P3","A2","content/a2/vocabulary/16-technik-alltag.json","11","einschalten","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","bật","Ein Gerät aktivieren, damit es mit der Arbeit beginnt.","Schalte das Licht ein!","",""
"content/a2/vocabulary/16-technik-alltag.json#words[12]","P3","A2","content/a2/vocabulary/16-technik-alltag.json","12","ausschalten","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","tắt","Ein Gerät deaktivieren, damit es aufhört zu arbeiten.","Schalte das Handy aus!","",""
"content/a2/vocabulary/16-technik-alltag.json#words[22]","P3","A2","content/a2/vocabulary/16-technik-alltag.json","22","nutzen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","sử dụng, tận dụng","Etwas gebrauchen, um ein Ziel zu erreichen.","Ich nutze mein Handy oft zum Lesen.","",""
"content/a2/vocabulary/16-technik-alltag.json#words[6]","P3","A2","content/a2/vocabulary/16-technik-alltag.json","6","installieren","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","cài đặt","Ein Programm auf einem Computer oder Handy einrichten.","Ich installiere die App.","",""
"content/a2/vocabulary/16-technik-alltag.json#words[7]","P3","A2","content/a2/vocabulary/16-technik-alltag.json","7","aktualisieren","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","cập nhật","Ein Programm auf die neueste Version bringen.","Aktualisiere die App!","",""
"content/a2/vocabulary/16-technik-alltag.json#words[8]","P3","A2","content/a2/vocabulary/16-technik-alltag.json","8","speichern","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","lưu","Informationen digital auf einem Gerät sichern.","Speichere das Dokument!","",""
"content/a2/vocabulary/16-technik-alltag.json#words[9]","P3","A2","content/a2/vocabulary/16-technik-alltag.json","9","löschen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","xóa","Etwas entfernen, damit es nicht mehr da ist.","Lösche die alte Datei.","",""
"content/a2/vocabulary/17-gesellschaft-regeln.json#words[5]","P3","A2","content/a2/vocabulary/17-gesellschaft-regeln.json","5","erlauben","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","cho phép","Sagen, dass man etwas machen darf.","Das ist nicht erlaubt.","",""
"content/a2/vocabulary/17-gesellschaft-regeln.json#words[6]","P3","A2","content/a2/vocabulary/17-gesellschaft-regeln.json","6","verbieten","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","cấm","Sagen, dass man etwas nicht machen darf.","Rauchen ist hier verboten.","",""
"content/a2/vocabulary/18-geld-finanzen.json#words[4]","P3","A2","content/a2/vocabulary/18-geld-finanzen.json","4","ausgeben","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","tiêu (tiền)","Geld für etwas bezahlen","Ich gebe zu viel Geld aus.","",""
"content/a2/vocabulary/20-wetter-klima.json#words[23]","P3","A2","content/a2/vocabulary/20-wetter-klima.json","23","schneien","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","tuyết rơi","Wenn gefrorenes Wasser in weißen Flocken vom Himmel fällt.","Im Winter schneit es oft.","",""
"content/a2/vocabulary/22-haustiere.json#words[23]","P3","A2","content/a2/vocabulary/22-haustiere.json","23","streicheln","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","vuốt ve, âu yếm","Ein Tier lieb mit der Hand berühren","Mein Hund mag es, wenn ich ihn streichle.","",""
"content/a2/vocabulary/22-haustiere.json#words[24]","P3","A2","content/a2/vocabulary/22-haustiere.json","24","bellen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","sủa","Das Geräusch, das ein Hund macht","Der Hund bellt, wenn jemand an die Tür klopft.","",""
"content/a2/vocabulary/22-haustiere.json#words[25]","P3","A2","content/a2/vocabulary/22-haustiere.json","25","miauen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","kêu meo meo","die Geräusche machen, die eine Katze macht","Die Katze miaut, weil sie Hunger hat.","",""
"content/a2/vocabulary/23-feste-geburtstag.json#words[18]","P3","A2","content/a2/vocabulary/23-feste-geburtstag.json","18","wünschen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","mong ước, chúc","hoffen, dass man etwas bekommt oder dass jemandem etwas Gutes passiert","Ich wünsche dir viel Glück!","",""
"content/a2/vocabulary/24-koerperteile-detailliert.json#words[17]","P3","A2","content/a2/vocabulary/24-koerperteile-detailliert.json","17","schmerzen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","đau, nhức","Ein unangenehmes Gefühl an einer Stelle im Körper haben.","Mein Rücken schmerzt nach der Arbeit.","",""
"content/a2/vocabulary/25-schulfaecher.json#words[20]","P3","A2","content/a2/vocabulary/25-schulfaecher.json","20","verstehen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","hiểu","Wissen, was etwas bedeutet.","Ich verstehe die Frage nicht.","",""
"content/a2/vocabulary/26-nachbarn-gemeinde.json#words[20]","P3","A2","content/a2/vocabulary/26-nachbarn-gemeinde.json","20","begegnen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","gặp gỡ, đối mặt","Jemanden zufällig treffen.","Ich bin gestern meinem alten Lehrer in der Stadt begegnet.","",""
"content/b1/vocabulary/02-beziehungen-zusammenleben.json#words[27]","P3","B1","content/b1/vocabulary/02-beziehungen-zusammenleben.json","27","verständlich","ADJEKTIV","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","thấu hiểu","so klar, dass man es ohne Probleme begreifen kann","Er ist ein sehr verständnisvoller Partner.","",""
"content/b1/vocabulary/06-ernaehrung-kochen.json#words[18]","P3","B1","content/b1/vocabulary/06-ernaehrung-kochen.json","18","servieren","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","phục vụ, dọn (món ăn)","Essen oder Getränke an den Tisch bringen.","Das Essen wird in wenigen Minuten serviert.","",""
"content/b1/vocabulary/06-ernaehrung-kochen.json#words[19]","P3","B1","content/b1/vocabulary/06-ernaehrung-kochen.json","19","genießen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","thưởng thức","Etwas mit viel Freude essen oder trinken.","Ich genieße es, am Wochenende lange zu frühstücken.","",""
"content/b1/vocabulary/07-mode-konsum.json#words[20]","P3","B1","content/b1/vocabulary/07-mode-konsum.json","20","verkaufen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","bán","Etwas gegen Geld an eine andere Person geben.","Er hat sein altes Auto verkauft.","",""
"content/b1/vocabulary/07-mode-konsum.json#words[22]","P3","B1","content/b1/vocabulary/07-mode-konsum.json","22","ausgeben","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","chi tiêu","Geld bezahlen, um etwas zu kaufen.","Ich gebe nicht gerne viel Geld für Kleidung aus.","",""
"content/b1/vocabulary/07-mode-konsum.json#words[25]","P3","B1","content/b1/vocabulary/07-mode-konsum.json","25","tragen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","mặc, mang, đeo","Kleidung am Körper haben.","Ich trage heute mein neues Kleid.","",""
"content/b1/vocabulary/08-behoerden-buerokratie.json#words[18]","P3","B1","content/b1/vocabulary/08-behoerden-buerokratie.json","18","ausfüllen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","điền vào","Alle notwendigen Informationen in ein Formular oder eine Liste schreiben.","Bitte füllen Sie das Formular komplett aus.","",""
"content/b1/vocabulary/08-behoerden-buerokratie.json#words[21]","P3","B1","content/b1/vocabulary/08-behoerden-buerokratie.json","21","genehmigen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","chấp thuận, cấp phép","zustimmen, dass etwas geschieht","Die Stadt hat den Bauantrag genehmigt.","",""
"content/b1/vocabulary/09-ausbildung-studium.json#words[18]","P3","B1","content/b1/vocabulary/09-ausbildung-studium.json","18","unterrichten","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","dạy học","Wissen an andere Personen weitergeben.","Sie unterrichtet Deutsch als Fremdsprache.","",""
"content/b1/vocabulary/09-ausbildung-studium.json#words[20]","P3","B1","content/b1/vocabulary/09-ausbildung-studium.json","20","durchfallen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","trượt (kỳ thi)","Eine Prüfung nicht schaffen.","Leider bin ich bei der Fahrprüfung durchgefallen.","",""
"content/b1/vocabulary/09-ausbildung-studium.json#words[25]","P3","B1","content/b1/vocabulary/09-ausbildung-studium.json","25","forschen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","nghiên cứu","Wissenschaftlich nach neuen Erkenntnissen suchen.","An der Universität wird viel zu diesem Thema geforscht.","",""
"content/b1/vocabulary/11-kunst-unterhaltung.json#words[21]","P3","B1","content/b1/vocabulary/11-kunst-unterhaltung.json","21","gestalten","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","thiết kế, tạo hình","Etwas kreativ planen oder formen.","Sie gestaltet gerne einzigartige Schmuckstücke.","",""
"content/b1/vocabulary/11-kunst-unterhaltung.json#words[24]","P3","B1","content/b1/vocabulary/11-kunst-unterhaltung.json","24","bewundern","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","ngưỡng mộ","Jemanden oder etwas mit großem Respekt und Anerkennung betrachten.","Ich bewundere die Arbeit dieses Malers sehr.","",""
"content/b1/vocabulary/13-reisen-abenteuer.json#words[25]","P3","B1","content/b1/vocabulary/13-reisen-abenteuer.json","25","begegnen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","gặp gỡ, đối mặt","Jemanden zufällig treffen.","Auf Reisen begegnet man vielen interessanten Menschen.","",""
"content/b1/vocabulary/14-feste-traditionen.json#words[15]","P3","B1","content/b1/vocabulary/14-feste-traditionen.json","15","feiern","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","ăn mừng, kỷ niệm","Ein besonderes Ereignis mit einer Zusammenkunft oder einer Zeremonie markieren.","Wir haben ihren Geburtstag bis spät in die Nacht gefeiert.","",""
"content/b1/vocabulary/15-psychologie-wohlbefinden.json#words[13]","P3","B1","content/b1/vocabulary/15-psychologie-wohlbefinden.json","13","umgehen mit","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","đối phó với, xử lý","Wissen, wie man mit einer Person oder einer Situation handelt","Man muss lernen, mit Stress umzugehen.","",""
"content/b1/vocabulary/16-digitales-leben-internet.json#words[17]","P3","B1","content/b1/vocabulary/16-digitales-leben-internet.json","17","surfen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","lướt (web)","sich im Internet auf verschiedenen Webseiten bewegen, um Informationen zu finden","Ich surfe gerne im Internet, um Informationen zu finden.","",""
"content/b1/vocabulary/17-recht-gerechtigkeit.json#words[20]","P3","B1","content/b1/vocabulary/17-recht-gerechtigkeit.json","20","ermitteln","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","điều tra","Informationen suchen, um einen Täter zu finden.","Die Polizei ermittelt in dem Fall.","",""
"content/b1/vocabulary/18-wirtschaft-handel.json#words[11]","P3","B1","content/b1/vocabulary/18-wirtschaft-handel.json","11","Arbeitskraft","NOMEN","FEMININ","","die Arbeitskräfte","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","lực lượng lao động, công nhân","Eine Person, die arbeitet oder die Fähigkeit zu arbeiten.","Es gibt einen Mangel an qualifizierten Arbeitskräften in diesem Sektor.","",""
"content/b1/vocabulary/18-wirtschaft-handel.json#words[22]","P3","B1","content/b1/vocabulary/18-wirtschaft-handel.json","22","verdienen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","kiếm tiền, xứng đáng","Geld bekommen, weil man gearbeitet hat.","Wie viel verdienst du im Monat?","",""
"content/b1/vocabulary/19-verkehr-infrastruktur.json#words[21]","P3","B1","content/b1/vocabulary/19-verkehr-infrastruktur.json","21","ausbauen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","mở rộng, phát triển","eine Anlage oder ein System erweitern, um es leistungsfähiger zu machen","Die Stadt plant, das öffentliche Verkehrsnetz auszubauen.","",""
"content/b1/vocabulary/19-verkehr-infrastruktur.json#words[22]","P3","B1","content/b1/vocabulary/19-verkehr-infrastruktur.json","22","sanieren","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","cải tạo, sửa chữa","ein Gebäude oder eine Straße grundlegend reparieren und modernisieren","Viele alte Brücken müssen dringend saniert werden.","",""
"content/b1/vocabulary/21-medien-fernsehen.json#words[18]","P3","B1","content/b1/vocabulary/21-medien-fernsehen.json","18","senden","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","gửi, phát sóng","Ein Signal mit Informationen über Funk oder Kabel an viele Empfänger schicken.","Der Radiosender sendet 24 Stunden am Tag Musik.","",""
"content/b1/vocabulary/22-musik-instrumente.json#words[15]","P3","B1","content/b1/vocabulary/22-musik-instrumente.json","15","begleiten","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","đệm nhạc, đi kèm","ein Musikstück mit einem anderen Instrument unterstützen","Der Pianist begleitete die Sängerin bei ihrem Auftritt.","",""
"content/b1/vocabulary/22-musik-instrumente.json#words[16]","P3","B1","content/b1/vocabulary/22-musik-instrumente.json","16","aufnehmen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","thu âm, ghi hình","etwas mit einem Gerät festhalten, wie ein Bild oder ein Geräusch","Die Band plant, im nächsten Monat ein neues Album aufzunehmen.","",""
"content/b1/vocabulary/23-sport-wettkampf.json#words[19]","P3","B1","content/b1/vocabulary/23-sport-wettkampf.json","19","trainieren","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","tập luyện","Sport machen, um fit zu bleiben oder besser zu werden.","Er trainiert jeden Tag für den Marathon, um seine Ausdauer zu verbessern.","",""
"content/b1/vocabulary/24-haustiere-tierpflege.json#words[17]","P3","B1","content/b1/vocabulary/24-haustiere-tierpflege.json","17","füttern","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","cho ăn","Einem Tier Essen geben.","Ich füttere meine Fische jeden Morgen.","",""
"content/b1/vocabulary/26-bewerbung-lebenslauf.json#words[19]","P3","B1","content/b1/vocabulary/26-bewerbung-lebenslauf.json","19","auswählen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","lựa chọn, chọn lọc","Aus mehreren Möglichkeiten eine Sache nehmen","Aus vielen Bewerbern wird nur einer für die Stelle ausgewählt.","",""
"content/b1/vocabulary/27-mietvertrag-rechte.json#words[18]","P3","B1","content/b1/vocabulary/27-mietvertrag-rechte.json","18","haften","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","chịu trách nhiệm, chịu bồi thường","Verantwortlich sein und zum Beispiel für einen Schaden bezahlen.","Der Mieter haftet für Schäden, die er verursacht hat.","",""
"content/b1/vocabulary/28-internet-sicherheit.json#words[18]","P3","B1","content/b1/vocabulary/28-internet-sicherheit.json","18","warnen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","cảnh báo (về)","Jemandem sagen, dass eine Gefahr existiert","Die Verbraucherzentrale warnt vor neuen Betrugsmaschen im Internet.","",""
"content/b1/vocabulary/29-ehrenamt-soziales.json#words[17]","P3","B1","content/b1/vocabulary/29-ehrenamt-soziales.json","17","betreuen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","chăm sóc, trông nom, giám sát","Sich um jemanden kümmern, zum Beispiel um Kinder.","In der Kita werden die Kinder von erfahrenen Erziehern betreut.","",""
"content/b1/vocabulary/29-ehrenamt-soziales.json#words[18]","P3","B1","content/b1/vocabulary/29-ehrenamt-soziales.json","18","beitragen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","đóng góp","Einen Teil zu etwas geben, damit ein Ziel erreicht wird.","Jeder kann einen Beitrag zum Umweltschutz leisten.","",""
"content/b1/vocabulary/31-landwirtschaft-ernte.json#words[24]","P3","B1","content/b1/vocabulary/31-landwirtschaft-ernte.json","24","verarbeiten","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","chế biến, xử lý","Etwas aus einem Rohstoff machen, zum Beispiel aus Weizen Mehl machen.","Die geernteten Früchte werden zu Saft verarbeitet.","",""
"content/b1/vocabulary/34-diskussion-argumentation.json#words[15]","P3","B1","content/b1/vocabulary/34-diskussion-argumentation.json","15","zustimmen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","đồng ý, tán thành","etwas akzeptieren oder unterstützen","Ich stimme deinem Vorschlag voll und ganz zu.","",""
"content/b1/vocabulary/35-vergleich-statistik.json#words[20]","P3","B1","content/b1/vocabulary/35-vergleich-statistik.json","20","auswerten","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","đánh giá, phân tích, khai thác","Daten untersuchen, um etwas zu erfahren","Die Ergebnisse der Umfrage müssen noch ausgewertet werden.","",""
"content/b1/vocabulary/36-hotel-unterkunft.json#words[17]","P3","B1","content/b1/vocabulary/36-hotel-unterkunft.json","17","auschecken","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","trả phòng (khách sạn), làm thủ tục trả phòng","Das Hotel verlassen und die Rechnung bezahlen.","Bitte vergessen Sie nicht, vor 11 Uhr auszuchecken.","",""
"content/b1/vocabulary/38-notfall-erste-hilfe.json#words[18]","P3","B1","content/b1/vocabulary/38-notfall-erste-hilfe.json","18","bluten","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","chảy máu","Wenn Blut aus dem Körper kommt.","Die kleine Schnittwunde blutet nicht mehr.","",""
"content/b1/vocabulary/38-notfall-erste-hilfe.json#words[19]","P3","B1","content/b1/vocabulary/38-notfall-erste-hilfe.json","19","verletzen (sich)","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","làm bị thương (bản thân)","Sich selbst einen körperlichen Schaden zufügen.","Er hat sich beim Sport am Fuß verletzt.","",""
"content/b1/vocabulary/40-steuern-abgaben.json#words[22]","P3","B1","content/b1/vocabulary/40-steuern-abgaben.json","22","besteuern","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","đánh thuế","Steuer auf etwas erheben","Der Staat besteuert das Einkommen seiner Bürger.","",""
"content/b1/vocabulary/41-versicherungen.json#words[16]","P3","B1","content/b1/vocabulary/41-versicherungen.json","16","eintreten","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","xảy ra (sự kiện); vào (phòng)","Wenn ein Ereignis oder ein bestimmter Fall wirklich passiert","Die Versicherung zahlt nur, wenn der Leistungsfall wirklich eingetreten ist.","",""
"content/b1/vocabulary/41-versicherungen.json#words[18]","P3","B1","content/b1/vocabulary/41-versicherungen.json","18","decken","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","che phủ, chi trả","Die Kosten für etwas bezahlen","Meine Reiseversicherung deckt medizinische Notfälle im Ausland.","",""
"content/b2/vocabulary/04-architektur-stadtplanung.json#words[22]","P3","B2","content/b2/vocabulary/04-architektur-stadtplanung.json","22","umgestalten","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","thiết kế lại, thay đổi hình dạng","die Form oder Struktur von etwas grundlegend ändern","Der alte Marktplatz soll komplett umgestaltet werden, um ihn attraktiver zu machen.","",""
"content/b2/vocabulary/04-architektur-stadtplanung.json#words[26]","P3","B2","content/b2/vocabulary/04-architektur-stadtplanung.json","26","abreißen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","phá hủy, dỡ bỏ","ein Gebäude oder Bauwerk vollständig entfernen oder zerstören","Viele Bürger protestierten dagegen, dass das historische Gebäude abgerissen werden sollte.","",""
"content/b2/vocabulary/05-oekologie-artenvielfalt.json#words[0]","P3","B2","content/b2/vocabulary/05-oekologie-artenvielfalt.json","0","Lebensraum","NOMEN","MASKULIN","","die Lebensräume","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","môi trường sống, sinh cảnh","die natürliche Umgebung, in der eine bestimmte Tier- oder Pflanzenart existiert","Die Zerstörung natürlicher Lebensräume ist eine Hauptursache für den Rückgang der Artenvielfalt.","",""
"content/b2/vocabulary/06-ernaehrungswissenschaft.json#words[19]","P3","B2","content/b2/vocabulary/06-ernaehrungswissenschaft.json","19","verstoffwechseln","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","chuyển hóa (trao đổi chất)","Stoffe im Körper chemisch umwandeln, um Energie zu gewinnen.","Die Leber ist ein zentrales Organ, das viele Substanzen wie Alkohol und Medikamente verstoffwechselt.","",""
"content/b2/vocabulary/06-ernaehrungswissenschaft.json#words[20]","P3","B2","content/b2/vocabulary/06-ernaehrungswissenschaft.json","20","aufnehmen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","hấp thụ, tiếp nhận","Etwas in den Körper oder in ein System hineinlassen.","Pflanzen nehmen Kohlendioxid aus der Luft auf und wandeln es in Sauerstoff um.","",""
"content/b2/vocabulary/12-medienlandschaft-ethik.json#words[24]","P3","B2","content/b2/vocabulary/12-medienlandschaft-ethik.json","24","aufklären","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","làm sáng tỏ, giáo dục, thông báo","Jemandem notwendige Informationen geben, um ihn über einen Sachverhalt zu informieren.","Die Medien haben die Aufgabe, die Öffentlichkeit über wichtige gesellschaftliche Themen aufzuklären.","",""
"content/b2/vocabulary/14-kulturvergleich-vielfalt.json#words[18]","P3","B2","content/b2/vocabulary/14-kulturvergleich-vielfalt.json","18","wahrnehmen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","nhận thức, cảm nhận","mit den Sinnen bemerken oder erkennen","Man muss lernen, kulturelle Nuancen bewusst wahrzunehmen, um Missverständnisse zu vermeiden.","",""
"content/b2/vocabulary/14-kulturvergleich-vielfalt.json#words[26]","P3","B2","content/b2/vocabulary/14-kulturvergleich-vielfalt.json","26","ausgrenzen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","loại trừ, gạt ra ngoài lề","jemanden oder etwas von einer Gruppe ausschließen","Niemand sollte aufgrund seiner Herkunft oder seines Aussehens aus der Gesellschaft ausgegrenzt werden.","",""
"content/b2/vocabulary/15-emotionale-intelligenz.json#words[19]","P3","B2","content/b2/vocabulary/15-emotionale-intelligenz.json","19","wahrnehmen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","nhận thức, cảm nhận","Etwas mit den Sinnen bemerken oder registrieren.","Es ist entscheidend, die Bedürfnisse der Kunden genau wahrzunehmen, um erfolgreiche Produkte zu entwickeln.","",""
