file_path,item_id,level,type,teil,prompt,answer,options,key_evidence,de,vi,de_class,prescreen_flags,selection_reason,verdict,error_dimension,note
"content/b1/reading/B1-T4-004.json","Q1","b1","ja_nein","4","Der Autor deutet an, dass sabine K. findet, dass Kinder unter 12 ein Smartphone haben sollten.","nein","","Auf keinen Fall! Kinder unter 12 brauchen kein eigenes Smartphone","Sabine sagt klar: Auf keinen Fall!","Đáp án: nein (SAI). Nhận định: „Der Autor deutet an, dass sabine K. findet, dass Kinder unter 12 ein Smartphone haben sollten.“. Bằng chứng trong bài: „Auf keinen Fall! Kinder unter 12 brauchen kein eigenes Smartphone“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T4-004.json","Q4","b1","ja_nein","4","Karim A. findet, dass Kinder früh Medienkompetenz lernen sollten.","ja","","Lieber früh in Medienkompetenz investieren / Verbote bringen gar nichts","Karim meint, frühe Medienkompetenz ist besser als Verbote.","Đáp án: ja (ĐÚNG). Nhận định: „Karim A. findet, dass Kinder früh Medienkompetenz lernen sollten.“. Bằng chứng trong bài: „Lieber früh in Medienkompetenz investieren / Verbote bringen gar nichts“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T4-004.json","Q5","b1","ja_nein","4","Beate N. ist froh, dass ihr Sohn früh ein Smartphone bekommen hat.","nein","","Ich hätte besser länger gewartet / Seine Noten sind schlechter geworden","Beate bereut die Entscheidung, weil ihr Sohn schlechtere Noten bekam.","Đáp án: nein (SAI). Nhận định: „Beate N. ist froh, dass ihr Sohn früh ein Smartphone bekommen hat.“. Bằng chứng trong bài: „Ich hätte besser länger gewartet / Seine Noten sind schlechter geworden“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T4-005.json","Q1","b1","ja_nein","4","Anna W. fand ihr Praktikum hilfreich für die Berufswahl.","ja","","hat mir gezeigt, was ich später machen möchte","Anna sagt, ohne das Praktikum hätte sie sich falsch entschieden.","Đáp án: ja (ĐÚNG). Nhận định: „Anna W. fand ihr Praktikum hilfreich für die Berufswahl.“. Bằng chứng trong bài: „hat mir gezeigt, was ich später machen möchte“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T4-005.json","Q2","b1","ja_nein","4","David S. unterstützt ein Pflichtpraktikum.","nein","","Ich bin dagegen / Unternehmen nutzen Praktikanten als billige Arbeitskräfte aus","David ist dagegen wegen schlechter Bezahlung und Ausnutzung.","Đáp án: nein (SAI). Nhận định: „David S. unterstützt ein Pflichtpraktikum.“. Bằng chứng trong bài: „Ich bin dagegen / Unternehmen nutzen Praktikanten als billige Arbeitskräfte aus“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T4-005.json","Q3","b1","ja_nein","4","Der Autor deutet an, dass prof. Maria K. sieht Praktika als wertvolle Ergänzung zum Studium.","ja","","Ein Pflichtpraktikum wäre eine sinnvolle Ergänzung zum Studium","Sie sieht den Wert und hält ein Pflichtpraktikum für sinnvoll.","Đáp án: ja (ĐÚNG). Nhận định: „Der Autor deutet an, dass prof. Maria K. sieht Praktika als wertvolle Ergänzung zum Studium.“. Bằng chứng trong bài: „Ein Pflichtpraktikum wäre eine sinnvolle Ergänzung zum Studium“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T4-005.json","Q4","b1","ja_nein","4","Luisa B. hat bei ihrem Praktikum viel gelernt.","nein","","Kaffee gekocht und Kopien gemacht / gelernt habe ich nichts","Luisa hat nur Kaffee gekocht und Kopien gemacht — gelernt hat sie nichts.","Đáp án: nein (SAI). Nhận định: „Luisa B. hat bei ihrem Praktikum viel gelernt.“. Bằng chứng trong bài: „Kaffee gekocht und Kopien gemacht / gelernt habe ich nichts“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","translate-only","","stratified","","",""
"content/b1/reading/B1-T4-005.json","Q5","b1","ja_nein","4","Mehmet Y. ist für ein Pflichtpraktikum, aber mit klaren Standards.","ja","","Ja, aber mit Bedingungen / eine großartige Chance für junge Menschen","Mehmet sagt Ja, mit Bedingungen: fair bezahlt, echte Lernmöglichkeit.","Đáp án: ja (ĐÚNG). Nhận định: „Mehmet Y. ist für ein Pflichtpraktikum, aber mit klaren Standards.“. Bằng chứng trong bài: „Ja, aber mit Bedingungen / eine großartige Chance für junge Menschen“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T4-007.json","Q1","b1","ja_nein","4","Aus dem Text lässt sich schließen, dass julia H. ist für kostenlosen Museumseintritt.","ja","","Ja! Kultur und Bildung müssen für alle zugänglich sein","Julia sagt Ja und nennt London als positives Beispiel.","Đáp án: ja (ĐÚNG). Nhận định: „Aus dem Text lässt sich schließen, dass julia H. ist für kostenlosen Museumseintritt.“. Bằng chứng trong bài: „Ja! Kultur und Bildung müssen für alle zugänglich sein“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T4-007.json","Q3","b1","ja_nein","4","Lara F. wünscht sich freien Eintritt in Museen.","ja","","Unbedingt! / Bildung ist ein Recht","Lara sagt unbedingt, weil sie sich als Studentin den Eintritt nicht leisten kann.","Đáp án: ja (ĐÚNG). Nhận định: „Lara F. wünscht sich freien Eintritt in Museen.“. Bằng chứng trong bài: „Unbedingt! / Bildung ist ein Recht“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T4-007.json","Q5","b1","ja_nein","4","Nora A. will kostenlosen Eintritt für Kinder und Jugendliche.","ja","","Ja, zumindest für Kinder und Jugendliche / eine Investition in die Zukunft","Nora sagt Ja für Kinder und Jugendliche, Erwachsene könnten einen Beitrag zahlen.","Đáp án: ja (ĐÚNG). Nhận định: „Nora A. will kostenlosen Eintritt für Kinder und Jugendliche.“. Bằng chứng trong bài: „Ja, zumindest für Kinder und Jugendliche / eine Investition in die Zukunft“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T4-008.json","Q3","b1","ja_nein","4","Zeynep A. findet, die Gesundheit der Kinder muss Priorität haben.","ja","","Unbedingt! / Die Gesundheit unserer Kinder muss Priorität haben","Sie sagt unbedingt und sieht als Sportlehrerin, wie gut Bewegung den Kindern tut.","Đáp án: ja (ĐÚNG). Nhận định: „Zeynep A. findet, die Gesundheit der Kinder muss Priorität haben.“. Bằng chứng trong bài: „Unbedingt! / Die Gesundheit unserer Kinder muss Priorität haben“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T4-008.json","Q5","b1","ja_nein","4","Maria G. findet täglichen Sportunterricht ideal.","ja","","Täglicher Sportunterricht wäre ideal, wie in Finnland","Maria sagt Ja und findet täglichen Sport ideal, wie in Finnland.","Đáp án: ja (ĐÚNG). Nhận định: „Maria G. findet täglichen Sportunterricht ideal.“. Bằng chứng trong bài: „Täglicher Sportunterricht wäre ideal, wie in Finnland“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T4-009.json","Q1","b1","ja_nein","4","Nicole T. möchte, dass Supermärkte sonntags öffnen.","ja","","Ja, warum nicht? / Der Sonntag wäre perfekt","Nicole sagt Ja, weil sie unter der Woche keine Zeit hat.","Đáp án: ja (ĐÚNG). Nhận định: „Nicole T. möchte, dass Supermärkte sonntags öffnen.“. Bằng chứng trong bài: „Ja, warum nicht? / Der Sonntag wäre perfekt“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T4-009.json","Q3","b1","ja_nein","4","Tina M. würde von einem offenen Sonntag profitieren.","ja","","Ich bin dafür / Ein offener Sonntag würde mir sehr helfen","Tina ist dafür, weil sie als alleinerziehende Mutter den Sonntag braucht.","Đáp án: ja (ĐÚNG). Nhận định: „Tina M. würde von einem offenen Sonntag profitieren.“. Bằng chứng trong bài: „Ich bin dafür / Ein offener Sonntag würde mir sehr helfen“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T4-009.json","Q5","b1","ja_nein","4","Sven K. schlägt einen Kompromiss vor.","ja","","Ja, aber freiwillig und mit Extra-Bezahlung / Ein Kompromiss wäre besser","Sven ist dafür, aber freiwillig und mit Extra-Bezahlung.","Đáp án: ja (ĐÚNG). Nhận định: „Sven K. schlägt einen Kompromiss vor.“. Bằng chứng trong bài: „Ja, aber freiwillig und mit Extra-Bezahlung / Ein Kompromiss wäre besser“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","translate-only","","stratified","","",""
"content/b1/reading/B1-T4-010.json","Q3","b1","ja_nein","4","Lena R. wünscht sich, dass Väter in Deutschland länger Elternzeit nehmen.","ja","","Unbedingt! In Schweden nehmen Väter selbstverständlich lange Elternzeit","Lena sagt unbedingt und nennt Schweden als Vorbild.","Đáp án: ja (ĐÚNG). Nhận định: „Lena R. wünscht sich, dass Väter in Deutschland länger Elternzeit nehmen.“. Bằng chứng trong bài: „Unbedingt! In Schweden nehmen Väter selbstverständlich lange Elternzeit“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T4-010.json","Q5","b1","ja_nein","4","Seda T. meint, dass Arbeitgeber Väter bei der Elternzeit unterstützen müssen.","ja","","Arbeitgeber müssen das unterstützen / Wir brauchen bessere Gesetze","Seda sagt Ja und fordert bessere Gesetze, weil Väter Angst um die Karriere haben.","Đáp án: ja (ĐÚNG). Nhận định: „Seda T. meint, dass Arbeitgeber Väter bei der Elternzeit unterstützen müssen.“. Bằng chứng trong bài: „Arbeitgeber müssen das unterstützen / Wir brauchen bessere Gesetze“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T5-001.json","Q2","b1","multiple_choice","5","Wofür bekommt man KEINE Punkte?","c","","Vorsorgeuntersuchungen, Impfungen, Sportverein, Gesundheitskurse, Nichtraucher, BMI","Apothekeneinkäufe werden nicht als Aktivität aufgeführt."," Câu hỏi: „Wofür bekommt man KEINE Punkte?“. Phương án đúng (c): „Einkauf in der Apotheke.“. Bằng chứng trong bài: „Vorsorgeuntersuchungen, Impfungen, Sportverein, Gesundheitskurse, Nichtraucher, BMI“. Các phương án còn lại không khớp với thông tin trong bài.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T5-004.json","Q4","b1","multiple_choice","5","Warum wird passiert mit digitalen Medien nach Ablauf der Leihfrist im Text erwähnt?","b","","nach Ablauf der Leihfrist automatisch zurückgegeben","Digitale Medien werden automatisch zurückgegeben."," Câu hỏi: „Warum wird passiert mit digitalen Medien nach Ablauf der Leihfrist im Text erwähnt?“. Phương án đúng (b): „Sie werden automatisch zurückgegeben.“. Bằng chứng trong bài: „nach Ablauf der Leihfrist automatisch zurückgegeben“. Các phương án còn lại không khớp với thông tin trong bài.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T5-005.json","Q4","b1","multiple_choice","5","Wie viel zahlen Inhaber eines Frankfurt-Passes pro Abend?","b","","Frankfurt-Passes zahlen nur 1 Euro pro Abend","Mit dem Frankfurt-Pass zahlt man nur 1 Euro pro Abend."," Câu hỏi: „Wie viel zahlen Inhaber eines Frankfurt-Passes pro Abend?“. Phương án đúng (b): „1 Euro.“. Bằng chứng trong bài: „Frankfurt-Passes zahlen nur 1 Euro pro Abend“. Các phương án còn lại không khớp với thông tin trong bài.","translate-only","","stratified","","",""
"content/b1/reading/B1-T5-006.json","Q2","b1","multiple_choice","5","Wie lang ist die Kündigungsfrist für Mieter?","b","","Die gesetzliche Kündigungsfrist für Mieter beträgt 3 Monate","Die gesetzliche Kündigungsfrist beträgt 3 Monate."," Câu hỏi: „Wie lang ist die Kündigungsfrist für Mieter?“. Phương án đúng (b): „3 Monate.“. Bằng chứng trong bài: „Die gesetzliche Kündigungsfrist für Mieter beträgt 3 Monate“. Các phương án còn lại không khớp với thông tin trong bài.","translate-only","","stratified","","",""
"content/b1/reading/B1-T5-007.json","Q4","b1","multiple_choice","5","Was müssen Ehrenamtliche vertraulich behandeln?","b","","Was Sie im Ehrenamt erfahren, müssen Sie vertraulich behandeln","Was man im Ehrenamt erfährt, muss vertraulich behandelt werden."," Câu hỏi: „Was müssen Ehrenamtliche vertraulich behandeln?“. Phương án đúng (b): „Informationen, die sie im Ehrenamt erfahren.“. Bằng chứng trong bài: „Was Sie im Ehrenamt erfahren, müssen Sie vertraulich behandeln“. Các phương án còn lại không khớp với thông tin trong bài.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T5-007.json","Q5","b1","multiple_choice","5","Wo findet man ein passendes Ehrenamt?","b","","Die Freiwilligenagenturen in Ihrer Stadt helfen Ihnen","Freiwilligenagenturen helfen, das passende Ehrenamt zu finden."," Câu hỏi: „Wo findet man ein passendes Ehrenamt?“. Phương án đúng (b): „Bei Freiwilligenagenturen.“. Bằng chứng trong bài: „Die Freiwilligenagenturen in Ihrer Stadt helfen Ihnen“. Các phương án còn lại không khớp với thông tin trong bài.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T5-009.json","Q1","b1","multiple_choice","5","Wie lange hat man beim Online-Kauf Widerrufsrecht?","b","","gesetzliches Widerrufsrecht von 14 Tagen","Das gesetzliche Widerrufsrecht bei Online-Käufen beträgt 14 Tage."," Câu hỏi: „Wie lange hat man beim Online-Kauf Widerrufsrecht?“. Phương án đúng (b): „14 Tage.“. Bằng chứng trong bài: „gesetzliches Widerrufsrecht von 14 Tagen“. Các phương án còn lại không khớp với thông tin trong bài.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T5-009.json","Q4","b1","multiple_choice","5","Was möchte der Autor mit der Unterschied zwischen Garantie und Gewährleistung verdeutlichen?","b","","Die Garantie ist eine freiwillige Leistung des Herstellers / zusätzlich zur gesetzlichen Gewährleistung","Die Garantie ist freiwillig vom Hersteller, die Gewährleistung ist gesetzlich."," Câu hỏi: „Was möchte der Autor mit der Unterschied zwischen Garantie und Gewährleistung verdeutlichen?“. Phương án đúng (b): „Garantie ist freiwillig vom Hersteller, Gewährleistung ist gesetzlich.“. Bằng chứng trong bài: „Die Garantie ist eine freiwillige Leistung des Herstellers / zusätzlich zur gesetzlichen Gewährleistung“. Các phương án còn lại không khớp với thông tin trong bài.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T5-010.json","Q3","b1","multiple_choice","5","Wie viele Stunden pro Woche darf man während der Elternzeit arbeiten?","b","","bis zu 32 Stunden pro Woche","Man kann während der Elternzeit bis zu 32 Stunden pro Woche in Teilzeit arbeiten."," Câu hỏi: „Wie viele Stunden pro Woche darf man während der Elternzeit arbeiten?“. Phương án đúng (b): „Bis zu 32 Stunden.“. Bằng chứng trong bài: „bis zu 32 Stunden pro Woche“. Các phương án còn lại không khớp với thông tin trong bài.","translate-only","","stratified","","",""
"content/b2/reading/B2-T1-002.json","Q4","b2","multiple_choice","1","Was fordert der Deutsche Bundesjugendring?","b","","Einführung des Wahlrechts ab 16 Jahren","Der Bundesjugendring fordert die Einführung des Wahlrechts ab 16 Jahren."," Câu hỏi: „Was fordert der Deutsche Bundesjugendring?“. Phương án đúng (b): „Das Wahlrecht ab 16 Jahren.“. Bằng chứng trong bài: „Einführung des Wahlrechts ab 16 Jahren“. Các phương án còn lại không khớp với thông tin trong bài.","translate-only","","stratified","","",""
"content/b2/reading/B2-T1-003.json","Q1","b2","multiple_choice","1","Was impliziert der Text über lässt sich aus den Angaben über Um wie viel Prozent ging die schließen?","b","","um weitere 18 Prozent zurück","Die Zahl der Kinobesucher ging um weitere 18 Prozent zurück."," Câu hỏi: „Was impliziert der Text über lässt sich aus den Angaben über Um wie viel Prozent ging die schließen?“. Phương án đúng (b): „18 Prozent.“. Bằng chứng trong bài: „um weitere 18 Prozent zurück“. Các phương án còn lại không khớp với thông tin trong bài.","translate-only","","stratified","","",""
"content/b2/reading/B2-T1-003.json","Q2","b2","multiple_choice","1","Welche Schwäche hat die Argumentation bezüglich betont Marcus Weber über das Kino?","b","","ein sozialer Treffpunkt, ein kultureller Raum","Weber betont, das Kino sei ein sozialer Treffpunkt und kultureller Raum."," Câu hỏi: „Welche Schwäche hat die Argumentation bezüglich betont Marcus Weber über das Kino?“. Phương án đúng (b): „Das Kino ist ein sozialer und kultureller Raum.“. Bằng chứng trong bài: „ein sozialer Treffpunkt, ein kultureller Raum“. Các phương án còn lại không khớp với thông tin trong bài.","translate-only","","stratified","","",""
"content/b2/reading/B2-T1-007.json","Q3","b2","multiple_choice","1","Welche Schwäche hat die Argumentation bezüglich viel Prozent der medizinischen Fragestellungen eignen sich für Telemedizin?","a","","höchstens 30 Prozent aller medizinischen Fragestellungen","Laut Bundesärztekammer eignen sich höchstens 30 Prozent für Telemedizin."," Câu hỏi: „Welche Schwäche hat die Argumentation bezüglich viel Prozent der medizinischen Fragestellungen eignen sich für Telemediz…“. Phương án đúng (a): „Höchstens 30 Prozent.“. Bằng chứng trong bài: „höchstens 30 Prozent aller medizinischen Fragestellungen“. Các phương án còn lại không khớp với thông tin trong bài.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b2/reading/B2-T1-007.json","Q5","b2","multiple_choice","1","Was lässt sich aus den Angaben über prognostizieren Experten für das Jahr 2030 schließen?","b","","bis 2030 rund die Hälfte aller Erstkontakte","Experten prognostizieren, dass bis 2030 rund die Hälfte aller Erstkontakte digital stattfindet."," Câu hỏi: „Was lässt sich aus den Angaben über prognostizieren Experten für das Jahr 2030 schließen?“. Phương án đúng (b): „Rund die Hälfte aller Erstkontakte wird digital stattfinden.“. Bằng chứng trong bài: „bis 2030 rund die Hälfte aller Erstkontakte“. Các phương án còn lại không khớp với thông tin trong bài.","translate-only","","stratified","","",""
"content/b2/reading/B2-T2-001.json","Q1","b2","multiple_choice","2","Was impliziert der Text über viele Tiere werden in Deutschland jährlich in Versuchen eingesetzt?","b","","rund 1,9 Millionen Tiere","rund 1,9 Millionen Tiere"," Câu hỏi: „Was impliziert der Text über viele Tiere werden in Deutschland jährlich in Versuchen eingesetzt?“. Phương án đúng (b): „1,9 Millionen.“. Bằng chứng trong bài: „rund 1,9 Millionen Tiere“. Các phương án còn lại không khớp với thông tin trong bài.","translate-only","de_len_anomaly","flagged","","",""
"content/b2/reading/B2-T2-001.json","Q5","b2","multiple_choice","2","Welche Position vertritt der Autor?","b","","differenzierten Ansatz","differenzierten Ansatz"," Câu hỏi: „Welche Position vertritt der Autor?“. Phương án đúng (b): „Einen differenzierten Ansatz mit gezielter Förderung von Alternativen.“. Bằng chứng trong bài: „differenzierten Ansatz“. Các phương án còn lại không khớp với thông tin trong bài.","translate-only","de_len_anomaly","flagged","","",""
"content/b2/reading/B2-T2-002.json","Q2","b2","multiple_choice","2","Was können Jugendliche ab 16 in Deutschland bereits tun?","a","","Personalausweis beantragen","Personalausweis beantragen"," Câu hỏi: „Was können Jugendliche ab 16 in Deutschland bereits tun?“. Phương án đúng (a): „Einen Personalausweis beantragen.“. Bằng chứng trong bài: „Personalausweis beantragen“. Các phương án còn lại không khớp với thông tin trong bài.","translate-only","de_len_anomaly","flagged","","",""
"content/b2/reading/B2-T2-003.json","Q1","b2","multiple_choice","2","Was impliziert der Text über viel gibt die öffentliche Hand in Deutschland jährlich für Kultur aus?","b","","rund 11,4 Milliarden Euro","rund 11,4 Milliarden Euro"," Câu hỏi: „Was impliziert der Text über viel gibt die öffentliche Hand in Deutschland jährlich für Kultur aus?“. Phương án đúng (b): „11,4 Milliarden Euro.“. Bằng chứng trong bài: „rund 11,4 Milliarden Euro“. Các phương án còn lại không khớp với thông tin trong bài.","translate-only","de_len_anomaly","flagged","","",""
"content/b2/reading/B2-T2-004.json","Q1","b2","multiple_choice","2","Was lässt sich aus den Angaben über viel Prozent der Beschäftigten arbeiten mindestens teilweise von zu Hause schließen?","b","","rund 24 Prozent","rund 24 Prozent"," Câu hỏi: „Was lässt sich aus den Angaben über viel Prozent der Beschäftigten arbeiten mindestens teilweise von zu Hause schließen?“. Phương án đúng (b): „24 Prozent.“. Bằng chứng trong bài: „rund 24 Prozent“. Các phương án còn lại không khớp với thông tin trong bài.","translate-only","de_len_anomaly","flagged","","",""
"content/b2/reading/B2-T2-004.json","Q3","b2","multiple_choice","2","Welches Arbeitsmodell setzen viele Unternehmen ein?","b","","hybride Modelle","hybride Modelle"," Câu hỏi: „Welches Arbeitsmodell setzen viele Unternehmen ein?“. Phương án đúng (b): „Hybride Modelle.“. Bằng chứng trong bài: „hybride Modelle“. Các phương án còn lại không khớp với thông tin trong bài.","translate-only","de_len_anomaly","flagged","","",""
"content/b2/reading/B2-T2-005.json","Q3","b2","multiple_choice","2","Was lässt sich aus den Angaben über könnte man dem Autor bezüglich viel zusätzlicher Strom wäre nötig, um alle Pkw durch E-Autos zu ersetzen entgegenhalten schließen?","b","","rund 130 Terawattstunden","rund 130 Terawattstunden"," Câu hỏi: „Was lässt sich aus den Angaben über könnte man dem Autor bezüglich viel zusätzlicher Strom wäre nötig, um alle Pkw durch…“. Phương án đúng (b): „130 Terawattstunden.“. Bằng chứng trong bài: „rund 130 Terawattstunden“. Các phương án còn lại không khớp với thông tin trong bài.","translate-only","de_len_anomaly","flagged","","",""
"content/b2/reading/B2-T2-005.json","Q4","b2","multiple_choice","2","Warum ist der Verzicht auf Autos in ländlichen Regionen schwierig?","b","","Busse nur wenige Male am Tag","Busse nur wenige Male am Tag"," Câu hỏi: „Warum ist der Verzicht auf Autos in ländlichen Regionen schwierig?“. Phương án đúng (b): „Weil der öffentliche Nahverkehr unzureichend ist.“. Bằng chứng trong bài: „Busse nur wenige Male am Tag“. Các phương án còn lại không khớp với thông tin trong bài.","translate-only","de_len_anomaly","flagged","","",""
"content/b2/reading/B2-T2-005.json","Q5","b2","multiple_choice","2","Was schlägt der Autor als Lösung vor?","b","","klugen Kombination","klugen Kombination"," Câu hỏi: „Was schlägt der Autor als Lösung vor?“. Phương án đúng (b): „Eine Kombination aus ÖPNV-Ausbau, emissionsfreien Fahrzeugen und intelligenten Konzepten.“. Bằng chứng trong bài: „klugen Kombination“. Các phương án còn lại không khớp với thông tin trong bài.","translate-only","de_len_anomaly","flagged","","",""
"content/b2/reading/B2-T2-006.json","Q3","b2","multiple_choice","2","Welche Schlussfolgerung über Ab welcher Klasse erhalten Schüler in legt der Text nahe?","b","","erst ab der vierten Klasse","erst ab der vierten Klasse"," Câu hỏi: „Welche Schlussfolgerung über Ab welcher Klasse erhalten Schüler in legt der Text nahe?“. Phương án đúng (b): „Ab der vierten Klasse.“. Bằng chứng trong bài: „erst ab der vierten Klasse“. Các phương án còn lại không khớp với thông tin trong bài.","translate-only","de_len_anomaly","flagged","","",""
"content/b2/reading/B2-T2-007.json","Q1","b2","multiple_choice","2","Welche Schlussfolgerung über Auf wie viel Prozent stieg die legt der Text nahe?","c","","von 89 auf 97 Prozent","von 89 auf 97 Prozent"," Câu hỏi: „Welche Schlussfolgerung über Auf wie viel Prozent stieg die legt der Text nahe?“. Phương án đúng (c): „97 Prozent.“. Bằng chứng trong bài: „von 89 auf 97 Prozent“. Các phương án còn lại không khớp với thông tin trong bài.","translate-only","de_len_anomaly","flagged","","",""
"content/b2/reading/B2-T2-008.json","Q1","b2","multiple_choice","2","Welche Absicht verfolgt der Autor, wenn er viele Stunden verbringen Erwachsene in Deutschland täglich an Bildschirmen erwähnt?","b","","5,5 Stunden täglich","5,5 Stunden täglich"," Câu hỏi: „Welche Absicht verfolgt der Autor, wenn er viele Stunden verbringen Erwachsene in Deutschland täglich an Bildschirmen er…“. Phương án đúng (b): „5,5 Stunden.“. Bằng chứng trong bài: „5,5 Stunden täglich“. Các phương án còn lại không khớp với thông tin trong bài.","translate-only","de_len_anomaly","flagged","","",""
"content/b2/reading/B2-T2-009.json","Q1","b2","multiple_choice","2","Wie viele Menschen mit ausländischer Staatsangehörigkeit leben in Deutschland?","b","","rund 13,4 Millionen","rund 13,4 Millionen"," Câu hỏi: „Wie viele Menschen mit ausländischer Staatsangehörigkeit leben in Deutschland?“. Phương án đúng (b): „13,4 Millionen.“. Bằng chứng trong bài: „rund 13,4 Millionen“. Các phương án còn lại không khớp với thông tin trong bài.","translate-only","de_len_anomaly","flagged","","",""
"content/b2/reading/B2-T2-009.json","Q2","b2","multiple_choice","2","Welche Absicht verfolgt der Autor, wenn er viel wurde seit 2016 in Integrationsmaßnahmen investiert erwähnt?","b","","über 4,5 Milliarden Euro","über 4,5 Milliarden Euro"," Câu hỏi: „Welche Absicht verfolgt der Autor, wenn er viel wurde seit 2016 in Integrationsmaßnahmen investiert erwähnt?“. Phương án đúng (b): „4,5 Milliarden Euro.“. Bằng chứng trong bài: „über 4,5 Milliarden Euro“. Các phương án còn lại không khớp với thông tin trong bài.","translate-only","de_len_anomaly","flagged","","",""
"content/b2/reading/B2-T2-009.json","Q3","b2","multiple_choice","2","Was lässt sich aus den Angaben über lange betragen die Wartezeiten für einen Integrationskurs in manchen Städten schließen?","b","","bis zu sechs Monate","bis zu sechs Monate"," Câu hỏi: „Was lässt sich aus den Angaben über lange betragen die Wartezeiten für einen Integrationskurs in manchen Städten schließ…“. Phương án đúng (b): „Sechs Monate.“. Bằng chứng trong bài: „bis zu sechs Monate“. Các phương án còn lại không khớp với thông tin trong bài.","translate-only","de_len_anomaly","flagged","","",""
"content/b2/reading/B2-T2-010.json","Q1","b2","multiple_choice","2","Was lässt sich aus den Angaben über könnte man dem Autor bezüglich Stadt hat 2013 als erste den Nahverkehr kostenlos gemacht entgegenhalten schließen?","b","","Tallinn in Estland","Tallinn in Estland"," Câu hỏi: „Was lässt sich aus den Angaben über könnte man dem Autor bezüglich Stadt hat 2013 als erste den Nahverkehr kostenlos gem…“. Phương án đúng (b): „Tallinn.“. Bằng chứng trong bài: „Tallinn in Estland“. Các phương án còn lại không khớp với thông tin trong bài.","translate-only","de_len_anomaly","flagged","","",""
"content/b2/reading/B2-T2-010.json","Q3","b2","multiple_choice","2","Wie hoch sind die jährlichen Fahrgeldeinnahmen deutscher Verkehrsunternehmen?","b","","rund 13 Milliarden Euro","rund 13 Milliarden Euro"," Câu hỏi: „Wie hoch sind die jährlichen Fahrgeldeinnahmen deutscher Verkehrsunternehmen?“. Phương án đúng (b): „13 Milliarden Euro.“. Bằng chứng trong bài: „rund 13 Milliarden Euro“. Các phương án còn lại không khớp với thông tin trong bài.","translate-only","de_len_anomaly","flagged","","",""
"content/b2/reading/B2-T3-005.json","Q1","b2","matching","3","Ein mittelständisches Unternehmen muss ein Energieaudit durchführen und sucht einen zertifizierten Berater.","D","","Anzeige D","Anzeige D passt, weil sie das beschriebene Bedürfnis erfüllt.","Tình huống này khớp với mục D. Bằng chứng trong bài: „Anzeige D“. Yêu cầu trong tình huống được đáp ứng đúng ở mục này.","translate-only","","stratified","","",""
